gene,pval_hr6_vs_0,ratio_hr6_vs_0,pval_day1_vs_0,ratio_day1_vs_0,pval_day3_vs_0,ratio_day3_vs_0,pval_day7_vs_0,ratio_day7_vs_0
PRDX5,0.616093,0.935488,0.000894711,0.708848,0.530659,0.919937,0.620197,0.936215
PRDX6,0.740469,1.0614,0.0078074,0.6937,0.783079,0.951689,0.989972,0.997743
PREB,0.994576,1.00043,0.298133,1.0499,0.15794,1.09403,0.730238,1.02199
PRELID3A,0.236625,0.889751,0.849714,1.01382,0.486923,0.933966,0.807134,0.976344
PRELID3B,0.874239,1.02137,0.28923,0.900194,0.539874,0.921228,0.703833,1.05214
PRELP,0.13148,0.836063,0.83254,0.981829,0.914664,0.987497,0.621909,0.943682
PREP,0.381489,1.10366,0.397353,0.931993,0.261535,1.13524,0.569369,1.06608
PREPL,0.211098,1.26103,0.388311,0.888968,0.609407,0.910139,0.790903,1.05003
PREX1,0.98117,0.998042,0.0271016,0.870364,0.990923,1.00095,0.290426,0.915499
PREX2,0.317495,0.95036,0.449675,0.972021,0.857239,1.00916,0.816793,1.01182
PRF1,0.595562,0.882965,0.000428093,0.523258,0.566965,1.14372,0.81911,0.947842
PRG2,0.113617,0.866387,0.876657,0.989786,0.136398,0.873871,0.843677,0.982492
PRG3,0.381268,0.924465,0.924191,1.0063,0.908628,1.01031,0.762625,1.02737
PRG4,0.783771,1.01287,0.101493,1.05873,0.29399,1.05036,0.0239001,1.11388
PRH1,0.198238,1.2672,0.183521,1.19829,0.902347,1.02266,0.16144,1.29449
PRH2,0.184327,0.829676,0.14604,0.859623,0.710588,0.949538,0.804235,0.966015
PRICKLE1,0.150878,1.16017,0.0111063,1.2192,0.627035,0.951409,0.65307,0.954973
PRICKLE2,0.0782234,0.862161,0.398353,0.949403,0.124416,0.879034,0.499857,0.94545
PRICKLE3,0.469613,0.92808,0.329155,1.07739,0.290754,1.11556,0.632942,0.951967
PRIM1,0.322041,1.08523,1.07E-06,0.716201,0.635914,1.03973,0.124793,1.13613
PRIM2,0.236637,1.18801,0.831139,1.02304,0.422271,1.12344,0.940735,1.01081
PRIMA1,0.0627491,0.871928,0.964155,0.997599,0.159391,0.902238,0.588184,0.961497
PRIMPOL,0.0696368,1.22162,0.00506951,0.791696,0.818883,0.975437,0.400254,1.09598
PRKAA1,0.291251,1.1245,0.217188,1.10687,0.798334,1.02867,0.626071,1.05543
PRKAA2,0.114378,0.903418,0.0449797,0.90849,0.115477,0.903702,0.705815,0.976277
PRKAB1,0.624193,1.02617,0.0725395,0.931505,0.0804409,0.910785,0.118731,0.920218
PRKAB2,0.282327,1.13293,0.92039,0.991515,0.862526,0.980207,0.679328,1.04892
PRKACA,0.447754,1.09593,0.66513,0.96223,0.145143,1.19378,0.691364,1.04897
PRKACB,0.296725,1.21779,0.0495732,0.757624,0.807882,0.955342,0.795689,1.04985
PRKACG,0.144469,0.823742,0.891195,0.986802,0.406473,0.896261,0.477488,0.910613
PRKAG1,0.35591,1.13622,0.000118414,1.52431,0.0737416,1.28431,0.569782,1.08158
PRKAG2,0.0864922,1.16636,2.12E-05,1.35547,0.272594,1.10258,0.374631,1.08206
PRKAG3,0.350964,0.923593,0.67777,1.0264,0.844159,0.983454,0.717547,0.969751
PRKAR1A,0.806943,1.01352,0.000659425,1.1576,0.721068,1.01982,0.805438,0.986554
PRKAR2A,0.579484,1.04975,0.470902,0.954371,0.496831,0.942163,0.557448,1.05275
PRKAR2B,0.98619,1.00648,0.0066465,0.460548,0.273982,0.663313,0.46671,0.761668
PRKCA,0.23362,1.12795,9.18E-06,0.69568,0.158729,0.866872,0.68336,1.04183
PRKCB,0.621593,1.07585,0.00584683,0.73156,0.508096,0.906547,0.766653,0.957031
PRKCD,0.645364,1.06833,0.0180461,1.29372,0.119447,1.25365,0.407738,0.887649
PRKCDBP,0.0850025,0.837837,0.907535,1.00872,0.793902,0.973886,0.247487,0.888821
PRKCE,0.462153,1.0672,5.51E-05,1.32958,0.478666,1.06465,0.772098,1.02589
PRKCG,0.0731154,0.827072,0.95677,0.995833,0.458885,0.925465,0.889912,1.01454
PRKCH,0.640025,1.05117,3.65E-12,0.494574,0.119124,0.845264,0.971828,1.00377
PRKCI,0.172476,1.09198,0.0273985,0.898863,0.808449,0.984621,0.562073,0.963565
PRKCQ,0.449134,1.07817,1.10E-08,0.610002,0.135882,0.86114,0.751588,1.0319
PRKCSH,0.281716,1.05807,8.26E-12,0.714908,0.0298391,0.890565,0.494515,0.96493
PRKCZ,0.951804,1.00309,6.31E-11,0.735113,0.0193916,0.884528,0.513499,0.967096
PRKD1,0.341237,0.949668,0.797707,1.01028,0.799197,1.01384,0.279474,1.06052
PRKD2,0.852742,0.973423,0.382488,0.910347,0.596749,1.0799,0.828808,1.03188
PRKD3,0.128382,1.19723,0.524577,0.94637,0.404813,0.906785,0.874921,0.981739
PRKDC,0.491363,1.10229,0.00492257,0.737234,0.250457,0.849324,0.529854,1.09294
PRKG1,0.335799,0.923587,0.274743,0.935471,0.414627,0.934926,0.648982,0.963232
PRKG2,0.731347,0.979741,0.000628861,0.85268,0.748729,0.981088,0.36497,1.05568
PRKRA,0.194033,1.13158,3.97E-05,0.732264,0.200806,0.885384,0.76048,1.02921
PRKRIP1,0.902651,0.992552,0.194399,1.06083,0.613432,1.0314,0.321877,1.06272
PRKX,0.880877,1.01193,0.0614695,0.894802,0.331841,0.925771,0.662659,0.966043
PRKY,0.545487,0.889264,0.596492,0.926928,0.542801,0.888564,0.968184,0.9923
PRL,0.116924,0.90088,0.193869,0.938338,0.296198,0.933245,0.923175,1.00636
PRLH,0.678794,0.933637,0.225366,1.16115,0.921756,1.01641,0.351464,0.856393
PRLHR,0.267795,0.838345,0.423557,0.910487,0.479701,0.893987,0.986539,1.00267
PRLR,0.562212,0.907801,1.92E-05,1.77917,0.84219,1.03374,0.899631,1.02124
PRM1,0.0998021,0.838622,0.103686,0.879434,0.213473,0.876092,0.508431,0.932453
PRM2,0.230909,1.14307,0.0386516,1.18868,0.292202,1.12454,0.076906,1.22028
PRM3,0.100235,0.807497,0.435849,0.928578,0.1314,0.82215,0.307902,0.876723
PRMT2,0.585287,1.05412,0.0157515,0.837809,0.268861,0.898282,0.746467,1.03169
PRMT3,0.165624,1.1638,0.0357611,1.18737,0.353308,1.10631,0.44098,1.08737
PRMT5,0.222505,1.09352,0.666603,0.977096,0.835569,1.01522,0.46272,1.05503
PRMT6,0.522951,1.0792,0.892557,1.01195,0.972731,1.00408,0.964295,1.00534
PRMT7,0.871197,1.01019,2.95E-05,0.810316,0.603685,1.03302,0.225577,1.07926
PRMT8,0.316556,0.936918,0.376563,1.04335,0.535033,1.04106,0.808579,1.01581
PRMT9,0.387066,1.11425,0.729737,1.03233,0.243044,1.15771,0.18287,1.18225
PRND,0.303027,0.892318,0.90799,1.00944,0.734195,1.0381,0.474796,0.92418
PRNP,0.503015,1.05968,0.268094,0.931402,0.550038,0.949602,0.948418,1.0056
PRNT,0.0183193,0.795945,0.695849,1.02758,0.966478,1.00396,0.187311,0.882328
PRO2012,0.0025821,0.738962,0.2965,1.07725,0.889122,1.01347,0.76783,1.02876
PROC,0.0858424,0.876715,0.54776,0.966978,0.315909,0.926729,0.975633,0.997696
PROCA1,0.752622,0.975504,0.604969,1.03054,0.479827,1.05729,0.415473,1.06636
PROCR,0.279931,0.86951,0.0271455,1.23991,0.85084,0.976089,0.86436,1.02223
PRODH,0.453864,0.947121,0.178205,1.07526,0.68585,0.971141,0.838983,0.985406
PRODH2,0.0846548,0.873898,0.793749,1.01499,0.83714,1.01597,0.669567,1.03346
PROK1,0.355491,0.894013,0.929937,1.00787,0.434777,0.909745,0.934225,0.990084
PROK2,0.555172,1.14232,2.16E-05,0.461725,0.450504,0.843363,0.794066,1.06055
PROKR1,0.496468,0.898597,0.202322,0.861668,0.364101,0.866803,0.407281,0.877717
PROKR2,0.18308,0.84171,0.832544,1.02025,0.508504,0.918491,0.670066,0.946749
PROL1,0.0763621,0.859085,0.667034,1.02721,0.775109,0.976165,0.492113,0.943542
PROM1,0.0433396,0.901295,0.0477191,0.927603,0.435716,0.961349,0.657484,0.977871
PROM2,0.0721282,0.835936,0.841544,0.985618,0.497641,0.935498,0.536809,0.941107
PROP1,0.52156,0.926948,0.677431,0.964333,0.586883,0.93775,0.869341,1.01962
PROS1,0.508753,0.826423,0.0399968,0.64032,0.0455454,0.555973,0.131807,0.644872
PROSC,0.0476903,1.15658,0.00214771,1.18662,0.0347228,1.16828,0.388824,1.06432
PROSER1,0.244459,1.14167,0.0124337,1.24018,0.0823007,1.22067,0.773344,1.03312
PROSER2,0.22528,0.900454,0.842494,0.987477,0.561632,0.951311,0.819671,0.980613
PROSER3,0.345423,0.93842,0.00687428,0.870424,0.155459,0.908266,0.230024,0.922126
PROX1,0.239255,0.915053,0.595672,0.971024,0.822744,1.01693,0.606363,0.96208
PROZ,0.0999793,0.877629,0.936145,0.995377,0.738131,0.974143,0.376629,0.932857
PRPF18,0.567414,1.11263,0.282513,0.861805,0.86032,0.967739,0.573292,1.11083
PRPF19,0.759274,1.02068,0.140449,0.929183,0.309296,1.07059,0.271248,1.07667
PRPF3,0.0963706,1.15,0.00470659,1.19727,0.471107,1.06175,0.162027,1.1242
PRPF31,0.748847,1.02381,2.82E-05,0.780438,0.607616,0.962937,0.967787,0.997038
PRPF38A,0.0515164,1.18561,0.0294601,0.868265,0.725502,1.03062,0.227884,1.10986
PRPF38B,0.16961,1.15262,0.0183594,0.832442,0.311389,1.10988,0.178954,1.14905
PRPF39,0.37589,1.11108,0.450721,0.935951,0.735888,0.960795,0.297471,1.13215
PRPF4,0.198247,1.08313,0.825928,1.01005,0.00824276,1.18334,0.0299028,1.14662
PRPF40A,0.139218,1.19749,0.441054,1.07124,0.341601,1.12208,0.339716,1.12259
PRPF40B,0.0542382,0.870567,0.00308216,0.850979,0.298557,0.928763,0.367521,0.938025
PRPF4B,0.197358,1.11712,0.404901,1.05401,0.360597,1.08137,0.0937382,1.15581
PRPF6,0.267127,1.06093,8.19E-06,0.824659,0.540809,0.968059,0.614397,1.02709
PRPF8,0.854712,1.01473,1.49E-08,0.674906,0.0718249,0.864125,0.644598,1.03756
PRPH,0.0680589,0.836203,0.980679,1.00173,0.265508,0.897578,0.389269,0.920032
PRPH2,0.326859,0.878192,0.57068,1.05687,0.766236,0.961539,0.58722,0.930823
PRPS1,0.633942,1.06405,0.155488,0.871123,0.370396,0.889484,0.466815,1.09967
PRPS1L1,0.070959,1.1489,0.424926,1.04574,0.0111833,1.21905,0.848,1.01461
PRPS2,0.908985,1.00753,1.57E-05,1.25809,0.687939,0.97398,0.470109,1.04864
PRPSAP1,0.748951,1.03686,5.56E-06,0.656643,0.349312,0.899181,0.962466,1.00533
PRPSAP2,0.134574,1.16953,6.07E-05,0.717408,0.413583,0.918588,0.685154,1.0429
PRR11,0.698161,1.05457,0.904367,0.987924,0.413571,1.11886,0.443197,1.11103
PRR13,0.615868,1.13294,0.52133,0.88877,0.368993,1.25119,0.734018,0.918996
PRR13,0.748981,0.945921,0.505707,0.918013,0.830018,0.963397,0.911326,1.01953
PRR14,0.776491,0.977224,0.00691269,0.845588,0.705053,1.0312,0.622444,0.960798
PRR14L,0.300425,1.11805,0.00294673,1.27872,0.746504,1.03528,0.738855,1.0364
PRR14L,0.282194,1.0909,0.0281451,1.14287,0.599039,1.04327,0.988527,0.998844
PRR15,0.0178996,0.813799,0.343357,0.942225,0.161327,0.887163,0.40512,0.931717
PRR15L,0.957145,0.990778,0.265456,1.15334,0.0589394,1.39284,0.442497,1.14201
PRR16,0.577937,0.947981,0.0195341,1.18507,0.657768,0.958382,0.712768,0.965301
PRR18,0.228047,0.879616,0.58246,0.957942,0.415292,0.91727,0.518338,0.933898
PRR19,0.0328121,0.855459,0.176736,0.930525,0.0321018,0.854886,0.112861,0.891533
PRR22,0.199925,0.852814,0.385934,0.92386,0.294749,0.878269,0.320668,0.884297
PRR23C,0.112761,0.813576,0.947058,0.993717,0.189391,1.18539,0.275843,0.86862
PRR27,0.436067,0.915615,0.832323,0.982503,0.471393,0.921744,0.776095,0.968399
PRR3,0.0558732,1.15792,0.180548,1.07805,0.413673,1.06373,0.109799,1.12972
PRR30,0.210854,0.892226,0.204379,1.0892,0.987616,1.0014,0.265721,1.10658
PRR34,0.155454,0.849114,0.999262,0.999922,0.641829,0.948295,0.365257,1.1092
PRR4,0.811265,0.97061,0.687238,0.963519,0.955705,0.993087,0.357455,1.12232
PRR5L,0.957838,0.993127,0.453446,0.930134,0.164779,1.20073,0.907,0.984875
PRR7,0.0857837,0.860492,0.130339,0.907201,0.245643,0.904167,0.329251,0.918978
PRRC1,0.570772,1.05374,0.709931,0.974976,0.800629,0.976981,0.650343,1.04272
PRRC2A,0.464036,1.08757,0.00604416,0.786177,0.80672,1.02838,0.997047,1.00042
PRRC2B,0.640347,1.03984,3.60E-08,0.672652,0.143166,0.883764,0.61481,0.958792
PRRC2B,0.677142,1.04767,0.00122135,0.755006,0.281653,0.886036,0.969777,0.995775
PRRC2C,0.0853572,1.19747,0.912396,0.991645,0.815196,1.02443,0.74207,1.03458
PRRG1,0.532162,0.937094,0.000472626,1.32935,0.632462,0.951513,0.520361,0.935327
PRRG2,0.246435,0.895183,0.480439,1.05083,0.73756,0.96868,0.810087,0.977444
PRRG3,0.447794,0.920376,0.845597,1.0158,0.738116,0.964193,0.840625,1.02217
PRRG4,0.488689,1.19013,0.021517,1.54798,0.673467,1.11158,0.87667,0.961821
PRRT1,0.4404,0.922786,0.99913,0.999916,0.804387,0.974598,0.903093,1.01273
PRRT2,0.111022,0.840482,0.395672,0.934445,0.336844,0.901307,0.459416,0.923213
PRRT3,0.502581,1.0601,0.345075,1.06273,0.642264,1.04122,0.472108,1.06462
PRRX1,0.428818,0.933799,0.244988,1.07745,0.794976,1.02269,0.281001,1.09809
PRRX2,0.0401308,0.811002,0.249611,0.917988,0.399736,0.918979,0.186446,0.875263
PRSS1,0.0673728,0.731499,0.0915552,0.808578,0.201863,0.805471,0.0723453,0.73567
PRSS12,0.188529,0.889769,0.894671,0.991424,0.566693,0.950714,0.647173,1.04118
PRSS16,0.220551,0.912548,0.399323,0.954735,0.419972,0.941768,0.41971,0.941736
PRSS21,0.19757,0.892089,0.0224456,0.858962,0.633947,0.958959,0.510322,0.943654
PRSS22,0.188483,0.877781,0.525219,0.954839,0.418272,0.923286,0.633138,0.954116
PRSS23,0.618948,0.905629,0.00019954,0.556734,0.716084,0.930114,0.657121,0.915348
PRSS27,0.0633537,0.84583,0.627017,1.03237,0.912678,1.00977,0.839781,0.982228
PRSS3,0.730766,0.948347,0.161288,1.17455,0.642573,1.07419,0.708326,1.05936
PRSS30P,0.971477,1.00428,0.0571516,0.843145,0.261301,1.14438,0.614664,0.941627
PRSS33,0.0220883,0.830995,0.626086,1.02881,0.139367,0.88889,0.957006,1.00426
PRSS35,0.458504,1.10366,0.320509,1.10277,0.341651,0.880963,0.747863,0.958219
PRSS36,0.0794892,0.863594,0.888088,0.991473,0.635886,0.961705,0.210219,0.901213
PRSS38,0.166993,0.883748,0.674384,0.972859,0.501733,0.942094,0.410886,0.929508
PRSS3P2,0.47006,0.910409,0.102256,0.853463,0.378503,0.891751,0.318131,0.878084
PRSS41,0.191449,0.875508,0.118285,0.888845,0.404668,0.919068,0.759939,0.969615
PRSS42,0.146504,0.882133,0.17551,0.917316,0.556576,0.950898,0.497726,0.943556
PRSS45,0.884082,0.985082,0.845368,1.01496,0.522007,0.936011,0.967006,1.00427
PRSS46,0.147428,0.858923,0.919861,0.992308,0.788744,0.972533,0.320318,0.901439
PRSS48,0.0262357,0.8482,0.114535,0.918236,0.230798,0.916448,0.374423,0.937565
PRSS53,0.0379099,0.889143,0.0100009,0.896802,0.124375,0.917454,0.100189,0.911812
PRSS54,0.611549,0.965272,0.792966,1.01357,0.0495802,1.14921,0.464565,1.05229
PRSS55,0.127803,0.860236,0.240882,0.918295,0.234498,0.889573,0.756022,1.03085
PRSS57,0.112858,0.85779,0.964628,0.996875,0.62776,0.954665,0.410966,0.924189
PRSS58,0.048995,0.825235,0.74331,0.977097,0.290025,0.903157,0.286722,0.902518
PRSS8,0.0423807,0.837502,0.722395,1.02273,0.447619,0.936874,0.922184,0.99167
PRTFDC1,0.387455,0.88139,0.00157134,0.69979,0.0360951,0.732214,0.169614,0.817291
PRTN3,0.0481812,0.795452,0.671792,0.965035,0.324514,0.893605,0.982214,0.99747
PRUNE,0.157132,1.09678,0.000465612,0.837301,0.0396056,0.872976,0.360779,0.94239
PRUNE2,0.414931,0.875398,0.30659,1.13143,0.764543,1.04996,0.801596,1.04175
PRUNE2,0.460436,0.938261,0.267688,0.931545,0.629521,0.959267,0.438964,0.935348
PRX,0.366385,0.926783,0.696867,0.976148,0.656992,0.963417,0.817536,0.980836
PRY,0.183982,0.619639,0.393458,0.797797,0.461599,0.768247,0.738204,0.887416
PSAP,0.953922,1.00369,0.00117327,1.1747,0.0383989,1.14437,0.96812,0.997454
PSAT1,0.454372,1.12565,0.291952,0.883854,0.900379,0.980442,0.347276,1.16059
PSCA,0.0639464,0.836811,0.453739,0.948881,0.251521,0.896606,0.752945,0.970657
PSD,0.0625256,0.854151,0.681489,1.02557,0.706035,0.969077,0.698046,0.968206
PSD2,0.608679,0.959328,0.409216,1.05078,0.979922,1.00204,0.466049,1.06098
PSD3,0.715637,0.960424,0.0367013,1.19076,0.507967,0.929146,0.650266,0.950969
PSD3,0.446009,0.911094,0.602674,1.04802,0.157331,0.840324,0.113474,0.822671
PSD4,0.357519,1.1362,0.00334603,0.73167,0.560519,1.08392,0.930108,1.0122
PSEN1,0.574183,1.06558,3.42E-07,1.62354,0.116891,1.19614,0.972441,0.996108
PSEN2,0.256697,0.902018,2.67E-10,1.67823,0.359789,1.08663,0.504053,0.941297
PSENEN,0.953757,0.990861,0.963409,0.99465,0.34948,1.16039,0.523899,1.10639
PSG1,0.352016,0.932034,0.733189,0.981208,0.094404,1.1362,0.373472,0.93493
PSG11,0.852513,0.986488,0.720777,0.980861,0.182713,0.906352,0.743347,1.02426
PSG6,0.0753698,1.27195,0.946728,1.0066,0.840781,1.02713,0.355743,1.13148
PSG7,0.0464011,0.821052,0.103424,0.888433,0.714696,1.03616,0.810481,1.02356
PSG8,0.41895,0.847967,0.30215,0.855729,0.7736,1.06028,0.5859,0.894969
PSG9,0.456551,0.924169,0.827532,1.01715,0.522141,1.07009,0.785537,1.02917
PSIP1,0.0457625,1.22437,1.19E-08,0.610229,0.172757,0.872207,0.481432,1.07265
PSKH1,0.974845,1.00181,0.0197916,0.903533,0.114229,0.912317,0.213656,0.930606
PSKH2,0.222242,0.887331,0.506401,1.04898,0.387881,1.08791,0.199351,0.881804
PSMA1,0.775069,1.04152,0.542322,0.937854,0.93076,1.01244,0.974247,1.00461
PSMA2,0.571644,1.1501,0.120507,1.33165,0.728906,1.08938,0.586854,1.14378
PSMA3,0.477654,1.16358,0.0233824,1.44115,0.538102,1.14029,0.598441,1.11878
PSMA4,0.455118,1.18438,0.00716552,1.59189,0.236505,1.30904,0.86663,1.03868
PSMA5,0.375969,1.20488,0.0577211,1.3487,0.56317,1.12912,0.90463,1.02545
PSMA7,0.760319,1.05906,0.861018,1.02461,0.595289,1.10519,0.558089,1.11662
PSMA8,0.375765,0.951179,4.18E-06,0.808338,0.896667,1.00734,0.793674,0.985379
PSMB1,0.459415,1.16359,0.938006,0.988336,0.466121,1.16096,0.379593,1.19738
PSMB10,0.920914,0.973307,0.181194,1.31185,0.415743,1.24917,0.895157,1.03657
PSMB2,0.498651,1.05822,0.231808,1.07703,0.854041,0.984763,0.56574,1.04918
PSMB3,0.971733,1.0068,0.96353,1.00648,0.69366,1.07836,0.96333,0.99124
PSMB4,0.409654,1.13827,0.526778,0.929296,0.819878,1.0363,0.675464,1.0678
PSMB5,0.508785,1.15603,0.729671,1.05751,0.742456,1.07465,0.537089,1.14501
PSMB6,0.895019,0.977986,0.849427,1.02394,0.490593,1.12361,0.447289,1.13717
PSMB7,0.514055,1.11777,0.327057,0.883537,0.731892,1.06011,0.597197,1.09428
PSMB8,0.578673,1.13436,0.139205,1.28429,0.231158,1.31432,0.704253,1.08992
PSMB9,0.757927,1.08382,0.0428393,1.48939,0.206995,1.39372,0.656285,1.12333
PSMC2,0.261334,1.17107,0.00127261,1.41903,0.0104913,1.44667,0.198808,1.19841
PSMC3,0.984782,1.00162,0.325564,1.06395,0.844728,0.983491,0.70149,0.967928
PSMC3IP,0.237714,1.06714,0.116691,1.0662,0.302533,1.05829,0.0436658,1.11905
PSMC4,0.444864,1.08859,0.943332,0.9942,0.627981,1.05522,0.807262,1.02741
PSMC5,0.599623,1.0941,0.0880525,0.803631,0.679531,1.0733,0.582379,1.09881
PSMD1,0.0852575,1.17244,0.0525588,1.1421,0.252632,1.1106,0.102098,1.16289
PSMD10,0.486547,1.14159,0.379306,1.13172,0.34862,1.19568,0.411058,1.16951
PSMD11,0.280151,1.09913,0.0117897,1.18171,0.457642,1.06696,0.551369,1.0533
PSMD12,0.638636,1.06183,0.135331,1.15291,0.594621,1.07037,0.552432,1.07891
PSMD13,0.974239,0.993539,0.501493,1.10502,0.271494,1.24861,0.567297,1.12188
PSMD14,0.412415,1.14475,0.645273,1.05754,0.606845,1.08839,0.241727,1.21378
PSMD2,0.356445,1.11687,0.301675,1.09585,0.199193,1.16706,0.309757,1.12959
PSMD3,0.202705,1.04976,0.0704327,1.05269,0.830401,1.00814,0.490556,1.02648
PSMD4,0.739626,0.956349,0.749934,1.03212,0.950761,0.991746,0.572493,0.926938
PSMD5,0.369477,1.11648,0.00821496,1.28023,0.231193,1.15887,0.582221,1.0697
PSMD6,0.615528,1.07205,0.0897182,0.838746,0.925611,1.013,0.530802,1.09077
PSMD7,0.931947,0.992022,0.310287,0.931803,0.89673,1.01225,0.659549,1.04222
PSMD8,0.605994,0.950024,0.875771,1.01153,0.515585,0.937374,0.87355,1.01593
PSMD9,0.715585,0.94885,0.0683205,0.821158,0.780454,0.960642,0.914941,1.0155
PSME1,0.865135,1.05517,0.959881,0.988324,0.374162,1.32582,0.701816,1.12877
PSME2,0.513164,0.846249,0.00278369,1.8004,0.286661,1.31383,0.839809,1.05286
PSME3,0.088958,1.09352,0.0526098,1.07848,0.170275,1.07436,0.346023,1.05027
PSME4,0.135354,1.21287,0.134766,1.15345,0.733457,1.04452,0.564639,1.07654
PSMF1,0.872346,1.01406,0.922852,0.993803,0.619709,1.04412,0.812945,1.02078
PSMG1,0.211802,1.15064,0.804371,1.02062,0.539286,1.071,0.611428,1.05837
PSMG2,0.668523,1.05598,0.386585,0.921673,0.973685,1.0042,0.875102,1.02018
PSMG3,0.981423,0.997866,0.0114243,0.837917,0.398398,0.925203,0.814995,0.978757
PSORS1C1,0.220581,0.896106,0.219992,0.922082,0.834719,0.981618,0.287154,1.09982
PSORS1C2,0.528068,0.924469,0.778964,1.0261,0.309646,0.880868,0.552585,0.92876
PSPC1,0.794425,1.01768,0.557663,0.971259,0.214653,1.08769,0.0196068,1.17485
PSPN,0.976371,0.996836,0.822299,1.01791,0.975723,1.00326,0.718562,1.03933
PSRC1,0.847123,0.984723,0.461105,0.957362,0.55346,1.04853,0.405991,1.06883
PSTK,0.707391,1.02445,0.0164149,0.889401,0.445533,0.951998,0.671013,1.02771
PSTPIP1,0.93339,1.0143,0.0147452,0.72981,0.988183,1.00252,0.856668,0.96978
PSTPIP2,0.733763,1.0463,1.73E-14,2.79769,0.217948,1.17948,0.599638,0.932478
PTAFR,0.324805,1.17655,5.85E-06,1.83973,0.367504,1.16031,0.937702,0.987237
PTBP1,0.889695,1.01066,0.0147972,0.867964,0.586568,0.95924,0.851991,0.985842
PTBP2,0.35313,1.13207,0.372376,1.09197,0.262507,1.1618,0.068212,1.27962
PTBP3,0.480911,1.07427,0.793171,1.01984,0.749203,0.968087,0.865638,0.982986
PTCD2,0.669467,1.03901,0.997316,0.999777,0.43295,1.07299,0.148751,1.13958
PTCD3,0.0381875,1.23892,0.395112,1.06587,0.211597,1.13586,0.110876,1.17747
PTCH2,0.168368,0.867784,0.922021,1.0074,0.160794,0.865517,0.51778,0.936029
PTCHD1,0.0939315,0.871638,0.823424,1.01343,0.50713,0.94764,0.493248,0.945956
PTCHD4,0.0828966,0.879825,0.0197271,0.879275,0.139125,0.896942,0.0672914,0.87344
PTCRA,0.0457652,0.826227,0.0906222,0.888016,0.155766,0.874294,0.463233,0.933397
PTDSS1,0.466404,1.07539,0.000177282,0.744164,0.122944,0.856144,0.68988,0.961034
PTDSS2,0.275253,0.929077,0.0920144,0.918901,0.0247389,0.857032,0.40834,0.945907
PTEN,0.913499,1.00679,0.012836,0.888668,0.0781687,1.11787,0.678448,1.02619
PTENP1,0.0231892,0.714864,0.00160601,0.702724,0.0566694,0.756026,0.163076,0.816276
PTER,0.204411,1.14406,0.198551,1.10597,0.57081,1.06156,0.420154,1.08882
PTF1A,0.0858999,0.872276,0.997549,1.00018,0.743297,0.974629,0.975414,1.00242
PTGDR,0.892936,0.975419,1.06E-11,0.307024,0.30683,0.827032,0.52007,0.887652
PTGDR2,0.139148,0.817405,0.000103332,0.659134,0.714914,1.05054,0.0175414,0.719406
PTGDS,0.291044,0.846919,4.98E-05,0.601161,0.990289,1.00191,0.277647,0.842914
PTGER1,0.208221,0.860141,0.222524,0.897804,0.230583,0.86639,0.184249,0.852915
PTGER2,0.971085,0.995826,0.429255,1.0699,0.92127,1.01147,0.678414,1.04905
PTGER3,0.0128806,0.778915,0.00638918,0.81579,0.341316,1.09763,0.15974,0.870789
PTGER4,0.728705,0.964769,0.429619,0.941323,0.184016,0.870683,0.743681,1.03439
PTGES,0.0322828,0.783145,0.714198,1.03068,0.573747,0.939034,0.0894837,0.82508
PTGES2,0.169381,0.913132,0.198464,0.939194,0.816552,1.01532,0.671887,0.972604
PTGES3L-AARSD1,0.611898,0.947999,0.0441501,0.852675,0.573865,0.942511,0.706411,1.04042
PTGFR,0.19247,0.864262,0.392733,0.932095,0.554783,0.936436,0.542531,0.934517
PTGFRN,0.732353,1.06044,0.201603,1.17708,0.868201,1.02887,0.529397,1.11412
PTGIR,0.911184,0.990924,0.0101601,1.17381,0.0309891,1.19766,0.56877,0.954421
PTGIS,0.104836,0.876496,0.932544,1.00503,0.486467,0.945561,0.408383,0.935604
PTGR1,0.628214,0.908367,0.00517243,1.53019,0.929564,1.01768,0.847582,0.962607
PTGR2,0.24064,1.15269,0.603678,0.954869,0.50357,1.08398,0.596366,1.06588
PTGS1,0.600803,0.89994,0.371106,0.875084,0.239326,0.787913,0.152087,0.747459
PTGS2,0.540763,0.770135,0.702181,1.12801,0.0430141,0.414809,0.982644,0.99077
PTH,0.275571,0.916333,0.0667105,0.896121,0.410172,0.936284,0.656438,0.965145
PTH1R,0.163014,0.884843,0.448924,0.952448,0.376636,0.925797,0.718178,0.969114
PTH2,0.0533687,0.781739,0.398531,0.924679,0.774602,0.964781,0.097255,0.810303
PTH2R,0.229369,0.917871,0.745451,0.98316,0.634993,0.966914,0.84178,1.01424
PTHLH,0.0601053,0.859304,0.278722,0.938208,0.333632,0.925894,0.166484,0.895196
PTK2,0.816728,1.02121,0.154567,0.908361,0.0970629,0.858798,0.322512,0.913951
PTK2B,0.457215,1.09284,0.305602,1.0948,0.542214,1.07542,0.962334,0.994391
PTK6,0.209007,0.877386,0.436988,1.0613,0.841256,1.02091,0.555885,0.940863
PTK7,0.0713285,0.864024,0.276857,0.937599,0.189039,0.899735,0.201397,0.902375
PTMA,0.623982,0.960628,0.127843,0.911118,0.566563,0.954105,0.47507,0.943082
PTMS,0.115112,0.865327,0.615722,1.03424,0.38518,0.923991,0.553797,0.947628
